30.439746,59.880265,"г. Санкт-Петербург,Бабушкина,д. 36 к1",2023-05-02 00:09:54
30.357316,59.933176,"г. Санкт-Петербург,Невский проспект,д. 104 лит Б",2023-05-02 10:07:35
30.343392,59.963778,"г. Санкт-Петербург,Большой Сампсониевский проспект,д. 28 к2 лит Д",2023-05-02 17:09:53
30.296914,59.931733,"г. Санкт-Петербург,Якубовича,д.24",2023-05-02 01:42:26
29.849086,59.870628,"г. Санкт-Петербург,Чичеринская,д.2",2023-05-02 18:24:33
30.251576,59.992218,"г. Санкт-Петербург,Оптиков,д.4",2023-05-02 15:25:17
30.25251,59.928659,"г. Санкт-Петербург,Детская,д. 5а",2023-05-02 05:10:56
30.319614,59.983788,"г. Санкт-Петербург,Красногвардейский переулок,д. 23 лит Е",2023-05-02 01:47:13
30.282648,59.906901,"г. Санкт-Петербург,набережная Обводного канала,д. 134-138 к431",2023-05-02 11:56:14
30.337302,59.873577,"г. Санкт-Петербург,проспект Юрия Гагарина,д.2",2023-05-02 15:28:48
30.403166,59.932175,"г. Санкт-Петербург,Малоохтинский проспект,д. 64 лит В",2023-05-02 20:11:53
30.336026,59.979705,"г. Санкт-Петербург,Большой Сампсониевский проспект,д. 68 лит Н",2023-05-02 17:53:47
30.331346,59.961179,"г. Санкт-Петербург,Чапаева,д. 15 лит А",2023-05-02 11:40:06
30.27998,59.960273,"г. Санкт-Петербург,Красного Курсанта,д. 25ж",2023-05-02 05:21:13
30.250013,59.985003,"г. Санкт-Петербург,Савушкина,д. 83 к3",2023-05-02 16:59:50
30.400804,59.929646,"г. Санкт-Петербург,Малоохтинский проспект,д.68",2023-05-02 13:31:33
30.412096,59.921394,"г. Санкт-Петербург,Громова,д.4",2023-05-02 04:36:03
30.38697,59.924799,"г. Санкт-Петербург,площадь Александра Невского,д. 2 лит Е",2023-05-02 17:04:59
30.332496,59.974703,"г. Санкт-Петербург,Гельсингфорсская,д. 3 к11 лит Д",2023-05-02 01:26:53
30.35949,59.924591,"г. Санкт-Петербург,Лиговский проспект,д.52",2023-05-02 08:03:51
30.357604,59.933492,"г. Санкт-Петербург,Маяковского,д. 3б",2023-05-02 17:47:27
30.300112,59.958115,"г. Санкт-Петербург,Большой проспект П.С.,д. 29а лит Б",2023-05-02 20:18:22
30.293662,59.942439,"г. Санкт-Петербург,Университетская набережная,д. 7-9-11 к5",2023-05-02 11:07:20
30.272722,59.947775,"г. Санкт-Петербург,7-я линия В.О.,д.76",2023-05-02 11:04:53
30.32204,59.908642,"г. Санкт-Петербург,набережная Обводного канала,д.92",2023-05-02 21:15:35
30.350741,59.913749,"г. Санкт-Петербург,Лиговский проспект,д.140",2023-05-02 10:22:35
30.348279,59.929732,"г. Санкт-Петербург,Владимирский проспект,д.14",2023-05-02 01:03:20
30.418519,59.897767,"г. Санкт-Петербург,Бабушкина,д.3",2023-05-02 09:49:49
30.436054,59.935638,"г. Санкт-Петербург,площадь Карла Фаберже,д. 8 лит Б",2023-05-02 12:46:47
30.339063,59.974261,"г. Санкт-Петербург,Большой Сампсониевский проспект,д. 60 лит А",2023-05-02 23:12:21
30.284786,59.910054,"г. Санкт-Петербург,набережная Обводного канала,д. 199-201 лит И",2023-05-02 08:30:32
30.358538,59.992299,"г. Санкт-Петербург,Политехническая,д.9",2023-05-02 11:33:00
30.331346,59.961179,"г. Санкт-Петербург,Чапаева,д.15",2023-05-02 02:25:58
30.27998,59.960273,"г. Санкт-Петербург,Красного Курсанта,д. 25 лит Ж",2023-05-02 06:05:46
30.40596,59.897812,"г. Санкт-Петербург,Седова,д.13",2023-05-02 00:10:39
30.144443,59.993181,"г. Санкт-Петербург,Лахтинский проспект,д. 85 к3 ст1",2023-05-02 20:53:16
30.33591,59.874697,"г. Санкт-Петербург,проспект Юрия Гагарина,д.1",2023-05-02 18:49:36
30.314188,59.932365,"г. Санкт-Петербург,набережная реки Мойки,д.58",2023-05-02 00:05:42
30.323333,59.927401,"г. Санкт-Петербург,Гороховая,д.47",2023-05-02 12:49:40
30.308376,59.915643,"г. Санкт-Петербург,Измайловский проспект,д.4",2023-05-02 04:59:28
30.333745,59.973847,"г. Санкт-Петербург,Гельсингфорсская,д. 2а",2023-05-02 05:20:05
30.329783,59.878798,"г. Санкт-Петербург,Решетникова,д.15",2023-05-02 09:05:25
30.38202,59.964786,"г. Санкт-Петербург,Кондратьевский проспект,д. 15 к3",2023-05-02 19:24:17
30.314727,59.936034,"г. Санкт-Петербург,Малая Морская,д. 4/1",2023-05-02 06:31:18
30.351298,59.920451,"г. Санкт-Петербург,Константина Заслонова,д.7",2023-05-02 12:46:46
30.296123,60.014018,"г. Санкт-Петербург,Коломяжский проспект,д. 33 к2",2023-05-02 19:00:48
30.387859,59.994252,"г. Санкт-Петербург,проспект Непокорённых,д.49",2023-05-02 04:55:42
30.317764,59.96866,"г. Санкт-Петербург,Аптекарский проспект,д.2",2023-05-02 09:19:17
30.367719,59.931779,"г. Санкт-Петербург,2-я Советская улица,д.15",2023-05-02 10:35:49
30.275749,59.84442,"г. Санкт-Петербург,Счастливая,д.12",2023-05-02 01:42:34
30.335415,59.974054,"г. Санкт-Петербург,Гельсингфорсская,д. 4 к1",2023-05-02 00:39:29
30.29094,60.01074,"г. Санкт-Петербург,проспект Королёва,д.7",2023-05-02 06:17:15
30.331948,59.888212,"г. Санкт-Петербург,Цветочная,д. 16 к1",2023-05-02 21:23:25
30.301747,59.959814,"г. Санкт-Петербург,Большой проспект П.С.,д.48",2023-05-02 17:22:52
30.299348,59.967358,"г. Санкт-Петербург,Чкаловский проспект,д.50",2023-05-02 15:43:19
30.274465,59.902668,"г. Санкт-Петербург,Нарвский проспект,д.22",2023-05-02 19:12:54
30.285864,59.902438,"г. Санкт-Петербург,Ивана Черных,д. 31-33 лит Б",2023-05-02 08:11:13
30.362024,60.006062,"г. Санкт-Петербург,Политехническая,д. 22 лит К",2023-05-02 11:45:31
30.41621,60.029755,"г. Санкт-Петербург,Гражданский проспект,д.111",2023-05-02 10:08:31
30.316129,59.987893,"г. Санкт-Петербург,Белоостровская,д. 25 к2",2023-05-02 05:05:10
30.331139,59.983999,"г. Санкт-Петербург,Кантемировская,д.12",2023-05-02 15:06:29
30.350444,59.924064,"г. Санкт-Петербург,Марата,д. 47-49",2023-05-02 14:45:01
30.341263,59.937607,"г. Санкт-Петербург,Караванная,д.1",2023-05-02 11:32:35
30.342009,59.936539,"г. Санкт-Петербург,Караванная,д.10",2023-05-02 02:03:39
30.384922,60.004033,"г. Санкт-Петербург,Гжатская,д. 21 лит Ц",2023-05-02 06:58:26
30.302986,59.915282,"г. Санкт-Петербург,Красноармейская 13-я,д.3",2023-05-02 11:04:28
30.315931,59.970177,"г. Санкт-Петербург,проспект Медиков,д. 5 к7",2023-05-02 16:30:57
30.306948,59.910384,"г. Санкт-Петербург,Измайловский проспект,д.29",2023-05-02 22:28:37
30.32248,59.980682,"г. Санкт-Петербург,Выборгская набережная,д. 61 лит А",2023-05-02 15:41:45
30.325031,59.893037,"г. Санкт-Петербург,Лиговский проспект,д. 270 лит А",2023-05-02 18:33:11
30.255079,59.947306,"г. Санкт-Петербург,набережная реки Смоленки,д. 33 лит А",2023-05-02 13:45:09
30.383242,59.929105,"г. Санкт-Петербург,Исполкомская,д.15",2023-05-02 13:42:48
30.213846,59.95229,"г. Санкт-Петербург,Кораблестроителей,д. 30 к1",2023-05-02 13:05:08
30.457622,59.84998,"г. Санкт-Петербург,Грибакиных,д. 25 к3",2023-05-02 05:46:22
30.309068,59.934434,"г. Санкт-Петербург,Малая Морская,д. 23 лит А",2023-05-02 05:29:31
30.326163,59.825656,"г. Санкт-Петербург,Пулковское шоссе,д. 28 лит А",2023-05-02 23:21:05
30.335047,59.896048,"г. Санкт-Петербург,Лиговский проспект,д.254",2023-05-02 21:28:08
30.274662,59.935205,"г. Санкт-Петербург,14-я линия В.О.,д.7",2023-05-02 18:17:14
30.256301,60.00002,"г. Санкт-Петербург,Гаккелевская,д. 21 лит А",2023-05-02 11:31:38
30.398315,59.982257,"г. Санкт-Петербург,Кондратьевский проспект,д. 83 к1",2023-05-02 12:00:10
30.316461,59.891638,"г. Санкт-Петербург,Московский проспект,д. 103 к3",2023-05-02 16:07:53
30.401954,59.900137,"г. Санкт-Петербург,Седова,д. 11 лит А",2023-05-02 02:54:31
30.472301,59.864435,"г. Санкт-Петербург,проспект Обуховской Обороны,д.116",2023-05-02 03:03:17
30.305502,59.929623,"г. Санкт-Петербург,переулок Пирогова,д.7",2023-05-02 10:30:27
30.287149,59.963611,"г. Санкт-Петербург,Большая Зеленина,д.24",2023-05-02 01:51:49
30.28793,59.859876,"г. Санкт-Петербург,Краснопутиловская,д.69",2023-05-02 15:42:33
30.277097,59.941087,"г. Санкт-Петербург,9-я линия В.О.,д.34",2023-05-02 10:01:30
30.280915,59.95994,"г. Санкт-Петербург,Красного Курсанта,д. 25 лит В",2023-05-02 17:25:36
30.321258,59.986821,"г. Санкт-Петербург,Белоостровская,д. 17 к2",2023-05-02 17:00:11
30.322812,59.880013,"г. Санкт-Петербург,Московский проспект,д. 158 лит Б",2023-05-02 12:33:19
30.295458,60.0136,"г. Санкт-Петербург,Коломяжский проспект,д. 27 лит А",2023-05-02 18:08:26
30.38935,59.884307,"г. Санкт-Петербург,Софийская,д. 6 к8 ст1",2023-05-02 05:57:08
30.415321,59.939194,"г. Санкт-Петербург,проспект Шаумяна,д. 4 к1 лит А",2023-05-02 09:05:26
30.139125,59.994621,"г. Санкт-Петербург,Круговая,д.14",2023-05-02 02:54:11
30.312814,59.965282,"г. Санкт-Петербург,Льва Толстого,д. 1/3",2023-05-02 00:52:38
30.313757,59.958264,"г. Санкт-Петербург,Каменноостровский проспект,д. 10 лит М",2023-05-02 05:18:43
30.327906,59.818124,"г. Санкт-Петербург,Пулковское шоссе,д. 40 к4",2023-05-02 06:52:18
30.422444,59.912026,"г. Санкт-Петербург,Октябрьская набережная,д. 10 к1 ст1",2023-05-02 03:03:15
30.327681,59.831453,"г. Санкт-Петербург,Пулковское шоссе,д. 14 лит Е",2023-05-02 04:19:34
30.335029,60.05909,"г. Санкт-Петербург,проспект Энгельса,д. 154 лит А",2023-05-02 03:48:11
30.310649,59.934542,"г. Санкт-Петербург,Малая Морская,д.16",2023-05-02 20:40:19
30.359158,59.999557,"г. Санкт-Петербург,Муринский 2-й проспект,д.36",2023-05-02 01:53:53
30.318743,59.895393,"г. Санкт-Петербург,Московский проспект,д.91",2023-05-02 18:56:12
30.344426,59.926693,"г. Санкт-Петербург,Загородный проспект,д.12",2023-05-02 17:01:38
30.333745,59.973847,"г. Санкт-Петербург,Гельсингфорсская,д.2",2023-05-02 10:14:31
30.295458,60.0136,"г. Санкт-Петербург,Коломяжский проспект,д.27",2023-05-02 23:42:43
30.255546,59.874164,"г. Санкт-Петербург,Кронштадтская,д. 10 лит А",2023-05-02 08:45:58
30.241865,59.989931,"г. Санкт-Петербург,Мебельная,д. 12 к1 лит А",2023-05-02 06:03:19
30.281265,59.888347,"г. Санкт-Петербург,Маршала Говорова,д. 35 к5",2023-05-02 20:39:30
30.246976,60.011073,"г. Санкт-Петербург,проспект Авиаконструкторов,д.5",2023-05-02 06:06:12
30.314557,59.969551,"г. Санкт-Петербург,проспект Медиков,д.5",2023-05-02 17:58:56
30.295126,59.912021,"г. Санкт-Петербург,Красноармейская 10-я,д. 22 лит А",2023-05-02 05:59:41
30.339763,59.910257,"г. Санкт-Петербург,Боровая,д.57",2023-05-02 19:40:41
30.29774,59.971533,"г. Санкт-Петербург,Профессора Попова,д. 37 лит А",2023-05-02 05:14:43
30.287176,59.90958,"г. Санкт-Петербург,Циолковского,д. 13-15",2023-05-02 23:38:59
30.348585,59.917894,"г. Санкт-Петербург,Воронежская,д.5",2023-05-02 16:21:00
30.358987,59.92106,"г. Санкт-Петербург,Черняховского,д. 50а",2023-05-02 13:28:56
30.271482,59.882365,"г. Санкт-Петербург,Возрождения,д. 20 лит А",2023-05-02 01:18:23
30.36258,59.877439,"г. Санкт-Петербург,Фучика,д. 4 лит К",2023-05-02 07:11:14
30.390491,59.940803,"г. Санкт-Петербург,Новгородская,д.23",2023-05-02 15:52:50
30.260101,59.990827,"г. Санкт-Петербург,Торфяная дорога,д. 7 лит Ф",2023-05-02 04:58:29
30.261385,59.948825,"г. Санкт-Петербург,набережная реки Смоленки,д. 5-7",2023-05-02 14:22:59
30.345225,59.847019,"г. Санкт-Петербург,проспект Юрия Гагарина,д. 34 к4 лит А",2023-05-02 16:00:43
30.334679,59.973699,"г. Санкт-Петербург,Выборгская набережная,д. 47 лит Д",2023-05-02 18:22:42
30.366048,59.932365,"г. Санкт-Петербург,2-я Советская улица,д.7",2023-05-02 19:06:06
30.315967,59.933595,"г. Санкт-Петербург,набережная реки Мойки,д.67",2023-05-02 04:57:01
30.417917,59.932761,"г. Санкт-Петербург,проспект Шаумяна,д.18",2023-05-02 05:25:44
30.31417,59.934127,"г. Санкт-Петербург,Большая Морская,д.26",2023-05-02 22:13:04
30.343303,59.96466,"г. Санкт-Петербург,Большой Сампсониевский проспект,д.28",2023-05-02 23:56:46
30.347552,59.946324,"г. Санкт-Петербург,Чайковского,д.17",2023-05-02 06:19:35
30.441785,59.922697,"г. Санкт-Петербург,Ворошилова,д.2",2023-05-02 16:07:35
30.199653,59.856108,"г. Санкт-Петербург,Брестский бульвар,д.8",2023-05-02 11:37:28
30.365689,59.946162,"г. Санкт-Петербург,Чайковского,д.79",2023-05-02 01:37:22
30.308268,59.850992,"г. Санкт-Петербург,площадь Конституции,д.7",2023-05-02 01:28:18
30.288371,59.911087,"г. Санкт-Петербург,Циолковского,д. 10а",2023-05-02 19:39:22
30.288128,59.967529,"г. Санкт-Петербург,Барочная,д. 10 к1 лит А",2023-05-02 07:58:02
30.256795,59.933063,"г. Санкт-Петербург,26-я линия В.О.,д. 15 к2 лит А",2023-05-02 11:14:37
30.266452,59.905588,"г. Санкт-Петербург,Бумажная,д.18",2023-05-02 19:43:09
30.376442,59.932991,"г. Санкт-Петербург,Мытнинская,д. 12/44",2023-05-02 08:21:53
30.266452,59.905588,"г. Санкт-Петербург,Бумажная,д. 16 к1 лит А",2023-05-02 03:38:42
30.294749,59.996879,"г. Санкт-Петербург,Аэродромная,д.6",2023-05-02 17:44:24
30.380116,59.945581,"г. Санкт-Петербург,Калужский переулок,д.3",2023-05-02 04:17:08
30.32345,59.848461,"г. Санкт-Петербург,Московский проспект,д. 216а",2023-05-02 00:46:55
30.408772,60.03709,"г. Санкт-Петербург,проспект Просвещения,д.85",2023-05-02 08:29:18
30.439009,59.933668,"г. Санкт-Петербург,Заневский проспект,д. 71 к2 лит А",2023-05-02 20:48:20
30.264377,60.010285,"г. Санкт-Петербург,Уточкина,д. 3 к3",2023-05-02 00:24:57
30.30295,59.849966,"г. Санкт-Петербург,Ленинский проспект,д.153",2023-05-02 09:42:36
30.326199,59.981231,"г. Санкт-Петербург,Кантемировская,д.4",2023-05-02 22:13:17
30.438317,59.976373,"г. Санкт-Петербург,Екатерининский проспект,д.1",2023-05-02 22:51:45
30.245198,60.096049,"г. Санкт-Петербург,Горское шоссе,д. 6 лит Б",2023-05-02 01:53:01
30.472022,59.866635,"г. Санкт-Петербург,проспект Обуховской Обороны,д. 112 к2 лит И",2023-05-02 12:46:06
30.375831,59.913681,"г. Санкт-Петербург,набережная Обводного канала,д. 24а",2023-05-02 14:27:27
30.328606,59.918084,"г. Санкт-Петербург,Введенский канал,д.7",2023-05-02 17:04:24
30.317665,59.915585,"г. Санкт-Петербург,Московский проспект,д.25",2023-05-02 15:39:56
30.317234,59.970659,"г. Санкт-Петербург,набережная реки Карповки,д. 5 к22 лит А",2023-05-02 05:15:30
30.315446,59.970231,"г. Санкт-Петербург,набережная реки Карповки,д. 5 к3",2023-05-02 20:12:10
30.345665,59.914015,"г. Санкт-Петербург,Воронежская,д. 33 лит А2",2023-05-02 12:35:03
30.297507,59.908047,"г. Санкт-Петербург,набережная Обводного канала,д.122",2023-05-02 06:04:58
30.35225,59.918476,"г. Санкт-Петербург,Лиговский проспект,д. 123а",2023-05-02 00:41:26
30.316919,59.900877,"г. Санкт-Петербург,Московский проспект,д.79",2023-05-02 22:28:36
30.271482,59.93218,"г. Санкт-Петербург,17-я линия В.О.,д. 4-6",2023-05-02 00:15:44
30.306633,59.985777,"г. Санкт-Петербург,набережная Чёрной речки,д. 41 к10",2023-05-02 04:34:53
30.268877,59.947626,"г. Санкт-Петербург,9-я линия В.О.,д. 78 лит Б",2023-05-02 02:58:36
30.314925,59.990836,"г. Санкт-Петербург,Торжковская,д. 20 лит А",2023-05-02 03:44:45
30.369542,59.933906,"г. Санкт-Петербург,Суворовский проспект,д.10",2023-05-02 20:54:37
30.282154,59.890844,"г. Санкт-Петербург,Химический переулок,д.1",2023-05-02 06:51:42
30.36338,59.971902,"г. Санкт-Петербург,Чугунная,д. 20 лит Б",2023-05-02 09:40:01
30.38211,59.963647,"г. Санкт-Петербург,Кондратьевский проспект,д. 15 к2 лит З",2023-05-02 06:25:33
30.275363,59.880306,"г. Санкт-Петербург,Зайцева,д.41",2023-05-02 08:17:49
30.385784,59.924406,"г. Санкт-Петербург,площадь Александра Невского,д.2",2023-05-02 20:29:25
30.38873,59.937968,"г. Санкт-Петербург,Моисеенко,д. 22 лит Б",2023-05-02 09:28:03
30.391919,59.917366,"г. Санкт-Петербург,набережная Обводного канала,д.14",2023-05-02 01:32:40
30.368375,59.877637,"г. Санкт-Петербург,Фучика,д. 4 лит Б",2023-05-02 18:38:13
30.247902,59.994882,"г. Санкт-Петербург,Оптиков,д. 4 к3 лит А",2023-05-02 10:55:01
30.420657,60.033971,"г. Санкт-Петербург,Гражданский проспект,д.119",2023-05-02 03:02:35
30.353004,60.006314,"г. Санкт-Петербург,проспект Тореза,д.38",2023-05-02 04:02:31
30.31567,59.965124,"г. Санкт-Петербург,Льва Толстого,д.9",2023-05-02 08:39:39
30.303849,59.903521,"г. Санкт-Петербург,набережная Обводного канала,д. 118а лит АЕ",2023-05-02 04:29:01
30.278274,59.889038,"г. Санкт-Петербург,Маршала Говорова,д. 35а",2023-05-02 06:50:28
30.326307,60.009606,"г. Санкт-Петербург,проспект Энгельса,д. 33 к1",2023-05-02 02:05:57
30.345593,59.929114,"г. Санкт-Петербург,Владимирский проспект,д. 17 к2",2023-05-02 10:52:58
30.343914,59.957359,"г. Санкт-Петербург,Большой Сампсониевский проспект,д. 4-6",2023-05-02 00:23:35
30.272884,59.899906,"г. Санкт-Петербург,площадь Стачек,д.9",2023-05-02 21:54:08
30.332271,59.927757,"г. Санкт-Петербург,набережная реки Фонтанки,д.59",2023-05-02 02:19:46
30.314979,59.964588,"г. Санкт-Петербург,Каменноостровский проспект,д. 27 лит Б",2023-05-02 04:07:20
30.349483,59.941885,"г. Санкт-Петербург,Литейный проспект,д. 26 лит А",2023-05-02 18:45:00
30.313137,59.978075,"г. Санкт-Петербург,Академика Павлова,д. 7а лит Н",2023-05-02 12:13:35
30.356867,59.940857,"г. Санкт-Петербург,Сапёрный переулок,д. 5а",2023-05-02 10:00:49
30.3579,59.942245,"г. Санкт-Петербург,Рылеева,д.21",2023-05-02 20:24:38
30.368608,59.928081,"г. Санкт-Петербург,Гончарная,д.27",2023-05-02 23:27:12
30.314188,59.932365,"г. Санкт-Петербург,набережная реки Мойки,д. 58а",2023-05-02 10:10:50
30.25401,59.933577,"г. Санкт-Петербург,Большой проспект В.О.,д.83",2023-05-02 20:22:57
30.254028,59.952628,"г. Санкт-Петербург,Железноводская,д. 9а к2",2023-05-02 05:39:38
30.352915,59.997991,"г. Санкт-Петербург,проспект Пархоменко,д. 34 лит А",2023-05-02 22:20:53
30.270189,59.877804,"г. Санкт-Петербург,Васи Алексеева,д.9",2023-05-02 01:30:00
30.303831,60.017333,"г. Санкт-Петербург,Афонская,д.2",2023-05-02 09:47:11
30.392782,59.966656,"г. Санкт-Петербург,Полюстровский проспект,д. 28 лит М",2023-05-02 12:20:26
30.268051,59.947991,"г. Санкт-Петербург,набережная реки Смоленки,д.14",2023-05-02 12:15:08
30.220099,59.958269,"г. Санкт-Петербург,Кораблестроителей,д. 40 к2",2023-05-02 15:02:39
30.192233,59.852963,"г. Санкт-Петербург,Маршала Захарова,д. 21 лит Ж",2023-05-02 19:45:21
30.316254,60.00029,"г. Санкт-Петербург,Матроса Железняка,д. 57а",2023-05-02 03:56:54
